language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
90	1	fer mal	a	SBJ	X	a_SBJ	al Pere li fa mal el cap	to.DEF.SG.M PN(M) 3SG.DAT make.3SG.PRS.IND pain(M) DEF.SG.M head(M)	‘Pere has a headache.’					
90	2	tenir	SBJ	DO	TR	TR	en Pere té la grip	DEF.SG.M PN(M) have.3SG.PRS.IND DEF.SG.F flu(F) 	‘Pere has the flu.’					
90	3	tenir por	SBJ	de	Y	SBJ_de	en Pere té por del gos	DEF.SG.M PN(M) have.3SG.PRS.IND fear(F) of.DEF.SG.M dog(M)	‘Pere is afraid of the dog.’					
90	4	llançar	SBJ	DO	TR	TR	en Pere va llanç-ar un-a pedra 	DEF.SG.M PN(M) go.3SG.PRS.IND throw-INF INDF-SG.F stone(F)	‘Pere threw a stone.’					
90	5	tenir	*	*	*		ara en Pere té prou diner-s	now DEF.SG.M PN(M) have.3SG.PRS.IND enough money(M-PL)	‘Now Pere has enough money.’	Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).				
90	6	assemblar-se	SBJ	a	Y	SBJ_a	en Pere s'assembl-a al Marc	DEF.SG.M PN(M) REFL.3SG-look.like-3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere resembles Marc.’					
90	7	creure	SBJ	en	Y	SBJ_en	en Pere creu en la Maria	DEF.SG.M PN(M) believe.3SG.PRS.IND in DEF.SG.F PN(F)	‘Pere believes Maria.’					
90	8	agafar	SBJ	DO	TR	TR	en Pere va agaf-ar un llibre	DEF.SG.M PN(M) go.3SG.PRS.IND take-INF INDF.SG.M book(M)	‘Pere took a book.’					
90	9	veure	SBJ	DO	TR	TR	en Pere veu un-a casa	DEF.SG.M PN(M) see.3SG.PRS.IND INDF-SG.F house(F)	‘Pere sees a house.’					
90	10	afectar	SBJ	DO	TR	TR	l'edat afect-a a la memòria	DEF.SG.F-age(F) influence-3SG.PRS.IND to DEF.SG.F memory(F)	‘Age influences memory.’					
90	11	trobar-se	SBJ	a	Y	SBJ_a	en Pere es va trob-ar al Marc	DEF.SG.M PN(M) REFL.3SG go.3SG.PRS.IND meet-INF to.DEF.SG.M PN(M)	‘Pere ran into Marc.’					
90	12	entrar	SBJ	a	Y	SBJ_a	en Pere va entr-ar a la casa	DEF.SG.M PN(M) go.3SG.PRS.IND enter-INF to DEF.SG.F house(F)	‘Pere entered the house.’					
90	13	apallissar	SBJ	DO	TR	TR	en Pere va apalliss-ar al Marc	DEF.SG.M PN(M) go.3SG.PRS.IND win-INF to.DEF.SG.M PN(M)	‘Pere beat Marc.’					
90	14	sortir	SBJ	de	Y	SBJ_de	en Pere va sort-ir de la casa	DEF.SG.M PN(M) go.3SG.PRS.IND exit-INF of DEF.SG.F house(F)	‘Pere went out of the house.’					
90	15	pasturar	SBJ	DO	TR	TR	en Pere està pastur-ant un-a vaca	DEF.SG.M PN(M) be.3SG.PRS.IND lead-GER INDF-SG.F cow(F)	‘Pere is driving the cow.’					
90	16	doblegar	SBJ	DO	TR	TR	en Pere va dobleg-ar la branca	DEF.SG.M PN(M) go.3SG.PRS.IND bend-INF DEF.SG.F branch(F)	‘Pere bent the branch.’					
90	17	dir	SBJ	a	Y	SBJ_a	en Pere va dir al Marc…	DEF.SG.M PN(M) go.3SG.PRS.IND say.INF to.DEF.SG.M PN(M)	‘Pere told Marc: …’					
90	18	agafar	SBJ	DO	TR	TR	en Pere està agaf-ant un llibre	DEF.SG.M PN(M) be.3SG.PRS.IND hold-GER INDF.SG.M book(M)	‘Pere is holding a book.’					
90	19	atrapar	SBJ	DO	TR	TR	en Pere va atrap-ar a la Maria	DEF.SG.M PN(M) go.3SG.PRS.IND catch-IND to DEF.SG.F PN(F)	‘Pere caught up with Maria.’					
90	20	munyir	SBJ	DO	TR	TR	en Pere va muny-ir la vaca	DEF.SG.M PN(M) go.3SG.PRS.IND milk-INF DEF.SG.F cow(F)	‘Pere milked the cow.’					
90	21	arribar	SBJ	a	Y	SBJ_a	en Pere va arrib-ar al banc	DEF.SG.M PN(M) go.3SG.PRS.IND reach-INF to.DEF.SG.M bank(M)	‘Pere reached the bank.’					
90	22	tocar	SBJ	DO	TR	TR	en Pere va toc-ar la paret	DEF.SG.M PN(M) go.3SG.PRS.IND touch-INF DEF.SG.F wall(F)	‘Pere touched the wall.’					
90	23	barallar-se	SBJ	amb	Y	SBJ_amb	en Pere s'està barall-ant amb en Marc	DEF.SG.M PN(M) REFL.3SG-be.3SG.PRS.IND fight-GER with DEF.SG.M PN(M)	‘Pere is fighting with Marc.’					
90	24	ser amic	*	*	*		en Pere és amic de la Maria	DEF.SG.M PN(M) be.3SG.PRS.IND friend(M) of DEF.SG.F PN(F)	‘Pere is friends with Maria.’	Not included in the database because Y is expressed as an NP-internal modifier.				
90	25	pensar	SBJ	en	Y	SBJ_en	en Pere està pens-ant en la Maria	DEF.SG.M PN(M) be.3SG.PRS.IND think-GER in DEF.SG.F PN(F)	‘Pere is thinking about Marc.’					
90	26	menjar	SBJ	DO	TR	TR	en Pere va menj-ar un-a poma	DEF.SG.M PN(M) go.3SG.PRS.IND eat-INF INDF-SG.F apple(F)	‘Pere ate an apple.’					
90	27	fregir	SBJ	DO	TR	TR	en Pere va freg-ir peix	DEF.SG.M PN(M) go.3SG.PRS.IND fry-INF fish(M)	‘Pere fried the fish.’					
90	28	esperar	SBJ	DO	TR	TR	en Pere està esper-ant al Marc	DEF.SG.M PN(M) be.3SG.PRS.IND wait-GER to.DEF.SG.M PN(M)	‘Pere is waiting for Marc.’					
90	29	oblidar	SBJ	DO	TR	TR	en Pere va oblid-ar l'altre camí	DEF.SG.M PN(M) go.3SG.PRS.IND forget-INF DEF.SG.M-other.SG.M road(M)	‘Pere forgot (about) the other road.’					
90	30	variar	SBJ	amb	Y	SBJ_amb	la memòria vari-a amb l'edat	DEF.SG.F memory(F) depend-3SG.PRS.IND with DEF.SG.F-age(F)	‘Memory depends on age.’					
90	31	trucar	SBJ	a	Y	SBJ_a	en Pere va truc-ar al Marc	DEF.SG.M PN(M) go.3SG.PRS.IND call-INF to.DEF.SG.M PN(M)	‘Pere called Marc.’					
90	32	conèixer	SBJ	DO	TR	TR	en Pere va conèix-er al Marc fa un any	DEF.SG.M PN(M) go.3SG.PRS.IND know-INF to.DEF.SG.M PN(M) ago INDF.SG.M year(M)	‘Pere got to know Marc a year ago.’					
90	33	conèixer	SBJ	DO	TR	TR	en Pere coneix al Marc	DEF.SG.M PN(M) know.3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere knows Marc.’					
90	34	tocar	SBJ	DO	TR	TR	en Pere està toc-ant la guitarra	DEF.SG.M PN(M) be.3SG.PRS.IND play-GER DEF.SG.F guitar(F)	‘Pere is playing the guitar.’					
90	35	evitar	SBJ	DO	TR	TR	en Pere evit-a al Marc	DEF.SG.M PN(M) avoid-3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere avoids Marc.’					
90	36	fer	SBJ	DO	TR	TR	en Pere va fer un-a ratonera	DEF.SG.M PN(M) go.3SG.PRS.IND make-INF INDF-SG.F mousetrap(F)	‘Pere made a mousetrap.’					
90	37	burlar-se	SBJ	de	Y	SBJ_de	en Pere es burl-a del Marc	DEF.SG.M PN(M) REFL.3SG mock-3SG.PRS.IND of.DEF.SG.M PN(M)	‘Pere is making fun of Marc.’					
90	38	tenir	SBJ	DO	TR	TR	en Pere té un cotxe	DEF.SG.M PN(M) have.3SG.PRS.IND INDF.SG.M car(M)	‘Pere has a car.’					
90	39	buscar	SBJ	DO	TR	TR	en Pere està busc-ant les seves clau-s	DEF.SG.M PN(M) be.3SG.PRS.IND seek-GER DEF.PL.F POSS.3PL.F key.(F)-PL	‘Pere is looking for his keys.’					
90	40	pintar	SBJ	DO	TR	TR	en Pere va pint-ar la tanca	DEF.SG.M PN(M) go.3SG.PRS.IND paint-INF DEF.SG.F fence(F)	‘Pere painted the fence.’					
90	41	mossegar 	SBJ	DO	TR	TR	un gos va mosseg-ar al Pere	INDF.SG.M dog(M) go.3SG.PRS.IND bite-INF to.DEF.SG.M PN(M)	‘A dog bit Pere.’					
90	42	perdre	SBJ	DO	TR	TR	en Pere va perdre la seva casa	DEF.SG.M PN(M) go.3SG.PRS.IND loose.INF DEF.SG.F. POSS.3F house(F)	‘Pere lost his house.’					
90	43	intentar atrapar	SBJ	DO	TR	TR	en Pere està intent-ant atrap-ar el gat	DEF.SG.M PN(M) be.3SG.PRS.IND try-GER catch-INF DEF.SG.M cat(M)	‘Pere is trying to catch the cat.’					
90	44	trencar	SBJ	DO	TR	TR	en Pere va trenc-ar un pal	DEF.SG.M PN(M) go.3SG.PRS.IND break-INF INDF.SG.M stick(M)	‘Pere broke a stick.’					
90	45	afalagar	SBJ	amb	Y	SBJ_amb	en Pere està afalag-ant amb la Maria	DEF.SG.M PN(M) be.3SG.PRS.IND flatter-GER with DEF.SG.F PN(F)	‘Pere is flattering Maria.’					
90	46	estimar	SBJ	DO	TR	TR	en Pere estim-a a la Maria	DEF.SG.M PN(M) love-3SG.PRS.IND to DEF.SG.F PN(F)	‘Pere loves Maria.’					
90	47	agitar 	SBJ	DO	TR	TR	en Pere agit-a un mocador	DEF.SG.M PN(M) wave-3SG.PRS.IND INDF.SG.M handkerchief(M)	‘Pere is waving a handkerchief.’					
90	48	somiar	SBJ	en	Y	SBJ_en	en Pere està somi-ant en un nou cotxe	DEF.SG.M PN(M) be.3SG.PRS.IND dream-GER in INDF.SG.M new(M)SG car(M)	‘Pere is dreaming of a new car.’					
90	49	rentar	SBJ	DO	TR	TR	en Pere rent-ava la copa	DEF.SG.M PN(M) wash-3SG.IPFV.IND DEF.SG.F cup(F)	‘Pere washed the cup.’					
90	50	posar-se	SBJ	DO	TR	TR	en Pere es pos-a els seu-s pantalon-s	DEF.SG.M PN(M) REFL.3SG put.on-3SG.PRS.IND DEF.PL.M POSS.3M-PL trousers-PL.M	‘Pere put on his trousers.’					
90	51	dir-se	SBJ	PRED	Y	SBJ_PRED	aquest-a eina es diu brúixola	this.SG-F instrument(F) REL.3SG say.3SG.PRS.IND compass(F)	‘This tool is called a compass.’					
90	52	castigar	SBJ	DO	TR	TR	en Pere va castig-ar el seu fill	DEF.SG.M PN(M) go.3SG.PRS.IND punish-INF DEF.SG.M POSS.3M son(M)	‘Pere punished his son.’					
90	53	atacar	SBJ	DO	TR	TR	un os va atac-ar a un pescador	INDF.SG.M bear(M) go.3SG.PRS.IND attack-INF to INDF.SG.M ficherman(M)	‘A bear attacked a fisherman.’					
90	54	estar ple	SBJ	de	Y	SBJ_de	la galleda est-ava plena d'aigua	DEF.SG.F bucket(F) be-3SG.IPFV.IND full.SG.F of-water(F)	‘The bucket filled with water.’	Non-verbal predicate.				
90	55	trobar	SBJ	DO	TR	TR	en Pere va trob-ar les seves clau-s	DEF.SG.M PN(M) go.3SG.PRS.IND find-INF DEF.PL.F POSS.3F.PL key(F)-PL	‘Pere found his keys.’					
90	56	faltar	a	SBJ	X	a_SBJ	al Pere li falt-en deu euro-s	to.DEF.SG.M PN(M) 3SG.DAT lack-3PL.PRS.IND ten euro(M)-PL	‘Pere is short one euro.’					
90	57	odiar	SBJ	DO	TR	TR	en Pere odi-a al Marc	DEF.SG.M PN(M) hate-3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere hates Marc.’					
90	58	agradar	a	SBJ	X	a_SBJ	al Pere li agrad-a aquesta samarreta	to.DEF.SG.M PN(M) 3SG.DAT like-3SG.PRS.IND this.SG-F shirt(F)	‘Pere likes this shirt.’					
90	59	necessitar	SBJ	DO	TR	TR	en Pere necessit-a diner-s	DEF.SG.M PN(M) need-3SG.PRS.IND money(M)-PL	‘Pere needs money.’					
90	60	envoltar	SBJ	DO	TR	TR	les paret-s envolt-en la ciutat	DEF.PL.F wall(F)-PL surround-3PL.PRS.IND DEF.SG.F city(F)	‘Walls surround the city.’					
90	61	quedar	a	SBJ	X	a_SBJ	al Pere li qued-en deu euro-s	to.DEF.SG.M PN(M) DAT.3SG remain-3PL.PRS.IND deu euro(M)-PL	‘Pere has 10 euros left.’					
90	62	contestar	SBJ	a	Y	SBJ_a	en Pere li va contest-ar al professor	DEF.SG.M PN(M) DAT.3SG go.3SG.PRS.IND answer-INF to.DEF.SG.M teacher(M)	‘Pere answered the teacher.’					
90	63	obrir	SBJ	DO	TR	TR	en Pere va obrir un-a llauna	DEF.SG.M PN(M) go.3SG.PRS.IND answer-INF INDF-SG.F can(F)	‘Pere opened a can.’					
90	64	ser diferent	SBJ	que	Y	SBJ_que	no, la meva camisa és diferent que la teva	no DEF.SG.F POSS.3SG.F shirt(F) be.3SG.PRS.IND different that DEF.SG.F POSS.2SG.F	‘No, my shirt is different from yours.’	Non-verbal predicate.				
90	65	quedar enrere	SBJ	de	Y	SBJ_de	en Pere va qued-ar enrere del Marc	DEF.SG.M PN(M) go.3SG.PRS.IND remain-INF behind of.DEF.SG.M PN(M)	‘Pere fell behind Marc.’					
90	66	llaurar	SBJ	en	Y	SBJ_en	en Pere està llaurant-ant en el seu camp	DEF.SG.M PN(M) be.3SG.PRS.IND plough-GER in DEF.SG.M POSS.3M field(M)	‘Pere is ploughing the field.’					
90	67	fer olor	*	*	*		les meves mans fan olor de benzina	DEF.PL.F POSS.1SG.PL.F hand(F)-PL make.3PL.PRS.IND smell(F) of petrol(F)	‘My hands smell of gasoline.’	Not included in the database because Y is expressed as an NP-internal modifier.				
90	68	creure	SBJ	DO	TR	TR	en Pere va creu-ar la carretera	DEF.SG.M PN(M) go.3SG.PRS.IND cross-INF DEF.SG.F road(F)	‘Pere crossed the road.’					
90	69	cantar	SBJ	DO	TR	TR	en Pere va cant-ar un-a cançó bonic-a	DEF.SG.M PN(M) go.3SG.PRS.IND sing-INF INDF-SG.F song(F) beautiful(-F)	‘Pere sang a beautiful song.’					
90	70	escriure	SBJ	DO	TR	TR	en Pere va escriu-re un-a carta	DEF.SG.M PN(M) go.3SG.PRS.IND write-INF INDF-SG.F letter(F)	‘Pere wrote a letter.’					
90	71	beure	SBJ	DO	TR	TR	en Pere va beure la llet	DEF.SG.M PN(M) go.3SG.PRS.IND drink(INF) DEF.SG.F milk(F)	‘Pere drank the milk.’					
90	72	desfer	SBJ	DO	TR	TR	en Pere va desfer un troç de plom	DEF.SG.M PN(M) go.3SG.PRS.IND melt-INF INDF.SG.M piece(M) of lead(M)	‘Pere melted a piece of lead.’					
90	73	anar	SBJ	amb	Y	SBJ_amb	aquest cinturó em va bé amb el meu vestit	this.SG.M belt(M) me go.3SG.PRS.IND well with DEF.SG.M my dress(M)	‘This belt goes well with my dress.’.’					
90	74	deixar	SBJ	DO	TR	TR	en Pere va deix-ar la seva ciutat nativa	DEF.SG.M PN(M) go.3SG.PRS.IND leave-INF DEF.SG.F POSS.3F city(F) native(F)	‘Pere left his native city.’					
90	75	cobrir	SBJ	DO	TR	TR	la catifa cobreix tot el terra del pis	DEF.SG.F carpet(F) cover.3SG.PRS.IND all DEF.SG.M ground of.DEF.SG.M flat(M)	‘The carpet covers the whole floor.’					
90	76	recordar	SBJ	DO	TR	TR	en Pere record-a bé la casa	DEF.SG.M PN(M) remember-3SG.PRS.IND well DEF.SG.F house(F)	‘Pere remembers the house well.’					
90	77	ajudar	SBJ	DO	TR	TR	en Pere va ajud-ar al Marc	DEF.SG.M PN(M) go.3SG.PRS.IND help-INF to.DEF.SG.M PN(M)	‘Pere helped Marc.’					
90	78	entendre	SBJ	DO	TR	TR	en Pere entèn francès	DEF.SG.M PN(M) understand.3SG.PRS.IND French(M)	‘Pere understands French.’					
90	79	entrar	SBJ	dins	Y	SBJ_dins	la il·luminació va entr-ar dins la casa	DEF.SG.F lightning(F) go.3SG.PRS.IND enter-INF in DEF.SG.F house(F)	‘Lightning hit the house.’					
90	80	tallar-se	SBJ	amb	Y	SBJ_amb	en Pere es va tall-ar amb un-a navalla	DEF.SG.M PN(M) REFL.3SG go.3SG.PRS.IND cut-INF with DEF-SG.F razor(F)	‘Pere cut himself with a razor.’					
90	81	quedar encallat 	SBJ	a	Y	SBJ_a	el got va qued-ar encall-at a la taula	DEF.SG.M glass(M) go.3SG.PRS.IND remain-INF stick-PTCP.M to DEF.SG.F table(F)	‘The glass got stuck to the table.’					
90	82	perdre	SBJ	contra	Y	SBJ_contra	en Pere va perdre contra en Marc	DEF.SG.M PN(M) go.3SG.PRS.IND lose.INF towards DEF.SG.M PN(M)	‘Pere lost to Marc.’					
90	83	estar content	SBJ	per	Y	SBJ_per	en Pere est-ava content per la carta	DEF.SG.M PN(M) be-3SG.IPFV.IND glad(M) for DEF.SG.F letter(F)	‘Pere was glad about the letter.’	Non-verbal predicate.				
90	84	parlar	SBJ	amb	Y	SBJ_amb	en Pere està parl-ant amb en Marc	DEF.SG.M PN(M) be.3SG.PRS.IND talk-GER with DEF.SG.M PN(M)	‘Pere is speaking with Marc.’					
90	85	donar a llum	SBJ	DO	TR	TR	la Maria va don-ar a llum un fill	DEF.SG.F PN(F) go.3SG.PRS.IND give-INF to light(F) INDF.SG.M son(M)	‘Maria gave birth to a son.’					
90	86	caure's	a	SBJ	X	a_SBJ	Al Pere se li va cau-re el got	to.DEF.SG.M PN(M) REFL.3SG DAT.3SG go.3SG.PRS.IND fall-INF DEF.SG.M glass(M)	‘Pere dropped the glass.’					
90	87	dirigir	SBJ	DO	TR	TR	en Pere dirigeix la nostra ciutat	DEF.SG.M PN(M) command.3SG.PRS.IND DEF.SG.F POSS.1PL city(F)	‘Pere runs our town.’					
90	88	trobar a faltar	SBJ	DO	TR	TR	en Pere trob-a a falt-ar a la Maria	DEF.SG.M PN(M) find-3SG.PRS to be_missing-INF to DEF.SG.F PN(F)	‘Pere misses Maria.’					
90	89	seguir	SBJ	DO	TR	TR	en Pere segueix al Marc	DEF.SG.M PN(M) follow.3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere follows Marc.’					
90	90	baixar	SBJ	de	Y	SBJ_de	en Pere va baix-ar del cavall	DEF.SG.M PN(M) go.3SG.PRS.IND go_down-INF of.DEF.SG.M horse(M)	‘Pere got down from the horse.’					
90	91	escoltar	SBJ	DO	TR	TR	en Pere està escolt-ant la ràdio	DEF.SG.M PN(M) be.3SG.PRS.IND listen-GER DEF.SG.F radio(F)	‘Pere is listening to radio.’					
90	92	obeir	SBJ	DO	TR	TR	en Pere sempre obeeix a la se-va mare	DEF.SG.M PN(M) always obey.3SG.PRS.IND to DEF.SG.F POSS.3-SG.F mother(F)	‘Pere always obeys his mother.’					
90	93	escoltar	SBJ	DO	TR	TR	en Pere escolt-a música	DEF.SG.M PN(M) hear-3SG.PRS.IND music(F)	‘Pere hears the music.’					
90	94	barrejar	SBJ	amb	Y	SBJ_amb	va barrej-ar la llet amb la mel	go.3SG.PRS.IND mix-INF DEF.SG.F milk(F) with DEF.SG.F honey(F)	‘The honey got mixed with the milk.’					
90	95	mirar	SBJ	DO	TR	TR	en Pere està mir-ant als núvol-s	DEF.SG.M PN(M) be.3SG.PRS.IND look-GER to.DEF.PL.M cloud(M)-PL	‘Pere is looking at the clouds.’					
90	96	treure's	SBJ	DO	TR	TR	en Pere es va treu-re la camisa	DEF.SG.M PN(M) REFL.3SG go.3SG.PRS.IND remove-INF DEF.SG.F shirt(F)	‘Pere took off his shirt.’					
90	97	somiar	SBJ	amb	Y	SBJ_amb	en Pere somi-a amb la Maria	DEF.SG.M PN(M) dream-3SG.PRS.IND with DEF.SG.F PN(F)	‘Pere dreams about Maria.’					
90	98	estar d’acord	SBJ	amb	Y	SBJ_amb	en Pere est-ava d'acord amb la Maria	DEF.SG.M PN(M) be-3SG.IPFV.IND in_accord with DEF.SG.F PN(F)	‘Pere agreed with Maria.’					
90	99	tenir una baralla	SBJ	amb	Y	SBJ_amb	en Pere va ten-ir un-a barall-a amb la Maria	DEF.SG.M PN(M) go.3SG.PRS.IND have-INF INDF-SG.F quarrel-(F) with DEF.SG.F PN(F)	‘Pere had a quarrel with Maria.’					
90	100	costar	SBJ	DO	TR	TR	aquest-a tassa cost-a un euro	this-SG.F cup(F) cost-3SG.PRS.IND un euro(M)	‘This cup costs 1 euro.’					
90	101	disparar	SBJ	DO	TR	TR	en Pere va dispar-ar a l'ocell	DEF.SG.M PN(M) go.3SG.PRS.IND shoot-INF to DEF.SG.M-bird(M)	‘Pere shot at the bird.’					
90	102	abocar	SBJ	DO	TR	TR	en Pere va aboc-ar el sucre a la tassa	DEF.SG.M PN(M) go.3SG.PRS.IND pour-INF DEF.SG.M sugar(M) to DEF.SG.F cup(F)	‘Pere poured the sugar (into the cup).’					
90	103	perdre	SBJ	DO	TR	TR	en Pere va perd-re les claus	DEF.SG.M PN(M) go.3SG.PRS.IND lose-INF DEF.PL.F key(F)	‘Pere lost his keys.’					
90	104	enfonsar-se	SBJ	a	Y	SBJ_a	el tronc es va enfons-ar a l'aigua	DEF.SG.M branch(M) REFL.3SG go.3SG.PRS.IND sink-INF to DEF.SG.F-water(F)	‘The log sank in the water.’					
90	105	matar	SBJ	DO	TR	TR	en Pere va mat-ar al Marc	DEF.SG.M PN(M) go.3SG.PRS.IND kill-INF to.DEF.SG.M PN(M)	‘Pere killed Marc.’					
90	106	colpejar	SBJ	DO	TR	TR	en Pere va colpej-ar en Marc	DEF.SG.M PN(M) go.3SG.PRS.IND hit-INF DEF.SG.M PN(M)	‘Pere hit Marc.’					
90	107	besar	SBJ	DO	TR	TR	en Pere va bes-ar a la Maria	DEF.SG.M PN(M) go.3SG.PRS.IND kiss-INF to DEF.SG.F PN(F)	‘Pere kissed Maria.’					
90	108	llegir	SBJ	DO	TR	TR	en Pere va lleg-ir un llibre interessant	DEF.SG.M PN(M) go.3SG.PRS.IND read-INF INDF.SG.M book(M) interesting(M)	‘Pere read an interesting book.’					
90	109	moure	SBJ	DO	TR	TR	en Pere va mou-re el seu dit	DEF.SG.M PN(M) go.3SG.PRS.IND move-INF DEF.SG.M POSS.3M finger(M)	‘Pere moved his finger.’					
90	110	respectar	SBJ	DO	TR	TR	en Pere respect-a en Marc	DEF.SG.M PN(M) respect-3SG.PRS.IND DEF.SG.M PN(M)	‘Pere respects Marc.’					
90	111	fer fàstic	a	SBJ	X	a_SBJ	al Pere li fan fàstic els plat-s brut-s	to.DEF.SG.M PN(M) DAT.3SG make.3PL.PRS.IND disgust(M) DEF.PL.M dish(M)-PL dirty(M)-PL	‘Pere is squeamish about dirty dishes.’					
90	112	estar content	SBJ	per	Y	SBJ_per	en Pere està content pel seu fill	DEF.SG.M PN(M) be.3SG.PRS.IND glad(M) for.DEF.SG.M POSS.3M son(M)	‘Pere is content with his son.’	Non-verbal predicate.				
90	113	enamorar-se	SBJ	de	Y	SBJ_de	en Pere es va enamor-ar de la Maria	DEF.SG.M PN(M) REFL.3SG go.3SG.PRS.IND fall_in_love-INF of DEF.SG.F PN(F)	‘Pere fell in love with Maria.’					
