predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	Abaza	Adyghe_West_Circassian	Aghul	Akhvakh_Northern	Albanian	Andi_Zilo	Arabic_Northern_Syrian	Arabic_South_Levantine_Nazareth	Arabic_Standard	Archi	Armenian_Eastern	Assyrian_Neo_Aramaic	Avar	Azerbaijani	Bafut	Bagvalal	Bambara	Bashkir	Basque	Belarusian	Bengali	Budugh	Bulgarian	Buriat	Catalan	Chechen	Chinese_Mandarin	Chirag	Chukchi	Chuvash	Croatian	Czech	Danish	Dargwa_Itsari	Dargwa_Kadar	Dargwa_Kaytag	Dargwa_Kubachi	Dargwa_Tsudakhar	Dargwa_Tsugni	Dutch	Enets_Forest	English	Erzya	Estonian	Evenki	Finnish	Finnish_Ingrian	French	Gascon	Gban	Georgian	German	Goo	Greek_Ancient	Greek_Modern	Guarani_Paraguayan	Guro	Hebrew_Modern	Hindi	Hungarian	Icelandic	Indonesian_Standard	Ingush	Irish	Italian	Japanese	Joola_Fonyi	Kalmyk	Karata	Kazakh	Khanty_Kazym	Khmer	Khoekhoe	Khwarshi	Komi_Permyak	Komi_Zyrian	Kpelle_Guinean	Kryz_Alik	Kryz_Ismayilli	Kryz_Proper	Kumyk	Kurdish_Sorani	Kurmanji_Northern_Kurdish	Lak_Quba	Latin	Latvian	Laz	Lezgian	Lezgian_Yargun	Lithuanian	Loma	Macedonian	Maltese	Mandinka	Maninka_Eastern	Mano	Mansi_Northern	Mari_Western	Mehweb	Mingrelian	Moksha	Nanai	Nivkh	Norwegian_Bokmal	Oromo_West_Central	Ossetic	Persian	Polish	Portuguese_Brazilian	Romani_Kalderash	Romanian	Russian	Rutul_Kina	Rutul_Mukhad	Rutul_Myukhrek	Rutul_Shin_Borch	Rutul_Shinaz	Saami_Skolt	Saami_South	Sagada	Serbian	Shughni	Slovak	Slovenian	Soninke	Spanish	Svan	Swedish	Tabasaran_Kandyk	Tagalog	Telugu	Tsakhur	Tswana	Turkish	Turoyo	Tuvinian	Twi	Udi	Udihe	Udmurt	Ukrainian	Ulcha	Uzbek	Wolof	Yakut	Yukaghir_Northern	Zazaki
86	drop	X (drop) Y	ронять	X (ронять) Y	TR	LOC.HAND.LOC.TIP_ABS	APUD.ELAT_ABS	EL_NOM	TR	TR		TR	TR	TR	TR	TR	APUDEL_NOM	TR	TR		bolo_SBJ	TR	TR	TR		TR	TR	TR	NDIR.OBJ_SBJ	TR	SBJ_ba	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	gon_SBJ	TR	TR		TR	TR	TR	TR	TR	TR	TR	o_SBJ	TR	TR		TR	CONTEL_NOM	TR	TR	TR	TR	CONT_ABS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	ADEL_NOM	TR	TR	DAT(na)_SBJ	TR	TR	bolo_SBJ	TR	TR	TR	CONT.EL_NOM	DAT_ERG	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	TR	APUD.EL_NOM	ADEL_NOM	TR	TR	AD_NOM	TR	TR	POSS_ABS	DAT_NOM	TR	TR	TR	TR	TR	DAT_NOM	TR	APUD.ELAT_ABS	TR	TR	TR	TR	TR	TR	TR	SBJ_mu	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
87	govern	X (govern) Y	руководить	X (руководить) Y	TR	ABS_POSS		ERG_DAT	TR	NOM_INTER	TR	TR	TR		TR	SBJ_BARE	ERG_DAT	NOM_DATLAT	TR			TR	TR	NOM_INS	TR	ERG_DAT	TR	TR	TR		TR		ABS_LOC	NOM_INS	NOM_INS	TR	TR	ABS_GEN		TR	NOM_GEN	TR		TR		TR		NOM_PART	NOM_DAT	NOM_PART	TR	TR	TR	SBJ_wale	TR	TR	TR	NOM_GEN	TR	TR		TR	TR	TR	NOM_iDAT	TR	ERG_DAT	TR	TR	TR	TR	TR	ERG_DAT	NOM_INS			TR	ERG_GEN1	NOM_INS	NOM_INS	TR	ERG_DAT	ERG_DAT	ERG_DAT	NOM_LOC	TR		GEN_SUP	TR		NOM_DAT	ERG_SRESS	ERG_DAT	NOM_DAT		SBJ_so	TR	TR		TR		NOM_dono	ERG_DAT	TR	NOM_lanksa	TR	SBJ_LOC/ABL	TR	TR		TR	NOM_INS	TR	NOM_INS	TR	NOM_INS	ERG_DAT		ERG_DAT	ERG_DAT	ERG_ATTR	TR	TR	ABS_IN	NOM_INS	TR	NOM_DAT	TR	TR	TR	NOM_DAT	TR	ERG_GEN	TR	TR	ERG_DAT	TR	TR	SBJ_7al	TR	SBJ_so			NOM_INS	NOM_INS	TR	NOM_bilan	TR	NOM_INS		TR
88	miss	X (miss) Y	скучать	X (скучать) по Y-у	TR	ABS_BEN	ABS_POST.LAT	NOM_AD	NOM_perACC	NOM_INST	SBJ_l	SBJ_la	NOM_ilaaGEN	NOM_DATxir	TR	SBJ_bar	GEN_LAT	NOM_ucun				TR	TR	NOM_paDAT	GEN_GENjanya	NOM_DATbadala	SBJ_za		TR	ERG_DAT	TR	ABS_SUPER	TR	NOM_CSL	DAT_NOM	NOM_poLOC	TR	SUPER.LAT_POST.EL	NOM_SUPER	DATLAT_NOM	DAT_NOM			TR		TR	NOM_kiINE	NOM_PART	NOM_PROL	NOM_PART	NOM_PART	NDIR.OBJ_SBJ	SBJ_shens		DAT_NOM	NOM_nachDAT		TR	GEN_NOM	TR		SBJ_le	ERG_DAT	DAT_NOM	NOM_GEN	SBJ_pada	ERG_DAT	TR	NDIR.OBJ_SBJ		TR	TR	POSS_APUDLAT	TR	NOM_NOMtakla	SBJ_dal	TR	DAT_ABS	NOM_ponda	NOM_ELA		NOM_DAT	NOM_INESSuni	NOM_DATqali	NOM_DAT			NOM_SUPEL	TR	NOM_pecGEN		ABS_POESS	GEN_SUB/POST	NOM_GEN		DAT(na)_SBJ	TR	OBJ_SBJ				NOM_gec	NOM_AD.ESS	DAT_NOM	NOM_DAT	TR	SBJ_DAT/ADD	TR	TR	TR		NOM_zaINS	SBJ_de	ACC_pa	DAT_de	NOM_poDAT	DAT_SUB	DAT_APUD	DAT_APUD	ATTR_APUD	DAT_APUD	TR	TR	ABS_SUPER	DAT_NOM	NOM.NO.CL_SUP	DAT_NOM	DAT_poLOC		TR	DAT_BEN	TR	GEN_APUD	ACT_LOC	TR	NOM_mee	TR	TR		TR	TR	ERG_BEN		NOM_ABL	NOM_zaINS	TR	TR	TR	TR	TR	
89	follow	X (follow) Y	следовать	X (следовать) за Y-ом	ABS_jceqwa	ABS_POweze	ABS_GENxupaqas	NOM_qedo	TR	NOM_CONT	TR	TR	TR	NOM_DAT	NOM_DAT	SBJ_bar	NOM_LOCxaduAGR	NOM_GENarxaPOSSca	TR		SBJ_ko		ERG_DAT	NOM_zaINS	TR	NOM_LOCxakila	TR	NOM_xojnohoo	TR	ABS_DAT	TR	ABS_SUPERhitille	ABS_ALL	NOM_xicen	NOM_zaINS	NOM_zaINS	SBJ_efter	ABS_POST.LAT	NOM_SUPER	NOM_DATLAT	NOM_DAT	NOM_SUPER(LAT)		TR	NOM_OBLpoon	TR		NOM_PART	TR	NOM_PART	NOM_GENjalest	TR	TR	SBJ_ven	NOM_DAT	NOM_DAT	SBJ_ken	NOM_DAT	TR		SBJ_zuo	SBJ_axarej	DIR_OBLke.piche	TR	TR	TR		TR	TR	NOM_DAT	TR	TR	NOM_DAT	NOM_GENartynan	NOM_NOMjupijen	TR	TR	ABS_GEN2	NOM_borsjan	NOM_berti	SBJ_pulu	NOM_cixe7	NOM_INESScixa	NOM_cixe	NOM_GENartPOSS.bulan		TR	NOM_GEN	TR		NOM_DAT		NOM_GENccugvena	TR		TR	TR	TR	SBJ_ko	TR	NOM_NOMjuji.palt	NOM_pastek	NOM_DAT	ERG_DAT		NOM_xamila	TR	TR	TR	NOM_fasta	TR	NOM_zaINS	TR	NOM_pala	TR	NOM_zaINS	NOM_ATTRzibra	NOM_APUD	NOM_ATTRdjibra		NOM_ATTR	TR	TR	ABS_SUB	TR	NOM.NO.CL_OBLdamti	TR	NOM_DAT	TR	TR	NOM_DAT	TR	ABS_POST.DIR	ACT_LOC	TR	NOM_ATTRqhehna	TR	NOM_GENpesinden	SBJ_beter	NOM_GENsoonda	SBJ_akyi	ABS_GENbacanexun		NOM_NOMsori	NOM_zaINS	NOM_xamiPROL	NOM_DAT	TR	TR	NOM_lajaat	TR
90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)	ABS_LOCkne	ABS_DAT	ABS_SUPER.ELAT	NOM_EL	NOM_ngaNOM	NOM_SUPER.EL	SBJ_men	SBJ_an	NOM_minGEN	NOM_SUP.EL	NOM_ABL	SBJ_men	NOM_EL	NOM_ABL	SBJ_a.ndim		SBJ_kan	NOM_ABL	ABS_ABL	NOM_zGEN	NOM_theke	NOM_ABL	SBJ_ot	NOM_ABL	SBJ_de	ABS_tera	TR	NOM_SUPER.ELAT	ABS_ABL	NOM_cinABL	NOM_sGEN	NOM_zGEN	TR	ABS_SUPER.EL	NOM_EL	NOM_SUPEREL	NOM_SUPERABL	NOM_SUPER.ABL1	NOM_SUPER.ABL.DOWN	SBJ_van	NOM_OBLniz	SBJ_from	NOM_langELA	NOM_ABL	NOM_ABL	NOM_ELA		SBJ_de	SBJ_de	SBJ_nen	NOM_INS.ABL	NOM_vonDAT	SBJ_ta	NOM_apoGEN	NOM_apoACC		SBJ_ta	SBJ_mi	DIR_ABL	NOM_DEL	NOM_afDAT	SBJ_dari		SBJ_de	SBJ_da	NOM_ABL	SBJ_di	NOM_ABL	NOM_EL	NOM_ABL	NOM_NOMewelt	SBJ_pi	SBJ_xu	ABS_SUPER.EL	NOM_vylis	NOM_vilis	SBJ_mei	NOM_SUPEREL	NOM_SUPEREL	NOM_INEL	NOM_ABL	SBJ.INTR_le	SBJ.INTR_jiOBL	NOM_SUPEL	NOM_ABL	NOM_noGEN	NOM_ABL	ABS_SREL	NOM_SUPEL	NOM_nuoGEN		SBJ_od	SBJ_minn	SBJ_santo	SBJ_kan	SBJ_la	NOM_EL	NOM_gec	NOM_SUPER.EL	ERG_ABL	NOM_lanksta	NOM_ABL	SBJ_LOC/ABL	TR	NOM_ABSirraa	NOM_ABL	NOM_azNOM	NOM_zGEN	SBJ_de	NOM_pa		NOM_sGEN	NOM_SUP.EL	NOM_SUPEREL	NOM_SUPEREL	NOM_SUPEREL	NOM_EL	NOM_LOC	NOM_ELA	ABS_SUPER.ABL	NOM_sGEN	NOM.NO.CL_EL-SUP	NOM_zGEN	NOM_zGEN	SBJ_yi	SBJ_de	ERG_ABL.SUBL	TR	ABS_SUPER.ELAT	ACT_mulaPATH	NOM_OBLmidanunci	NOM_SUPEREL	TR	NOM_ABL	SBJ.SS_m.7al	NOM_ABL	SBJ_so	ABS_ABL	NOM_ABL	NOM_NOMvilis	NOM_zGEN	NOM_INS	NOM_ABL	TR	NOM_ABL	NOM_ABL	SBJ.INTR_ra.PSTP
91	listen	X (listen) to Y	слушать	X (слушать) Y	ABS_BEN	ABS_DAT	ERG_POST	NOM_LAT	TR	NOM_SUPER.LAT	TR	TR	TR	ERG_SUP.LAT	TR	TR	NOM_APUD	NOM_DATLAT	TR	TR	SBJ_fe	TR	TR	TR	TR	ERG_LOC	TR	TR	TR	ERG_ALL	TR	ABS_SUPER	TR	TR	TR	TR	SBJ_til	ABS_SUPER.LAT	ERG_SUPER	NOM_SUPER	NOM_DAT	NOM_SUPER(LAT)	NOM_SUPER(LAT)	SBJ_naar	TR	SBJ_to	TR	NOM_PART	TR	NOM_PART	NOM_PART	TR	TR	SBJ_nen	ERG_DAT	TR	SBJ_bha	NOM_GEN	TR	TR	TR	SBJ_le	TR	TR	NOM_aACC	TR	ERG_ALL	SBJ_le	TR	TR	TR	TR	NOM_APUD	TR	TR	TR	TR	TR	TR	TR	SBJ_bha	ERG_SUPER	ERG_SUPER	ERG_AD	NOM_DAT	SBJ.TR_be	SBJ.TR_liOBL	GEN_POST	TR	NOM_LOC	TR	ERG_POESS	ERG_SUB/POST	NOM_GEN	SBJ_ma	TR	TR	TR	TR	SBJ_mo	TR	TR	ERG_SUPER.LAT	ERG_DAT	TR	TR	TR	SBJ_til	TR		NOM_beNOM	NOM_GEN	TR	TR	TR	TR	ERG_SUB	NOM_APUD	ERG_SUPEREL	ERG_APUD	NOM_APUD	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_DAT	SBJ_pa	ABS_DIR	TR	TR	ERG_SUPEREL	TR	TR	SBJ_7al	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ.TR_ser.PSTP
92	obey	X (obey) Y	слушаться	X (слушаться) Y-a	ABS_BEN	ABS_DAT	ERG_SUPER	NOM_LAT	TR	NOM_SUPER.LAT	SBJ_l	SBJ_ala		ERG_SUP.LAT	TR	SBJ_ka	NOM_APUD				SBJ_ye		ERG_DAT	NOM_GEN			TR	TR	TR	ERG_ALL		ABS_SUPER	ABS_ALL	TR	TR	TR	TR	ABS_SUPER.LAT	ERG_SUPER	NOM_DATLAT	NOM_DAT		NOM_SUPER(LAT)	SBJ_naar	NOM_DAT	TR	NOM_ejINE	NOM_ALL	TR	NOM_PART	NOM_PART	SBJ_NDIR.OBJ	SBJ_NDIR.OBJ	SBJ_la	NOM_DAT	NOM_DAT		NOM_DAT	TR		TR	SBJ_le		NOM_SUB	NOM_DAT	SBJ_pada	ERG_ALL	SBJ_le	SBJ_NDIR.OBJ		TR	TR	NOM_APUD	TR	NOM_DAT		TR	ERG_CONT.LAT	TR	NOM_ABL					NOM_DAT			GEN_POST	NOM_DAT	NOM_DAT	ERG_DAT		ERG_SUP		SBJ_be	TR	SBJ_minn	TR	SBJ_la	TR	NOM_LAT	TR	ERG_SUPER.LAT	ERG_DAT	TR	TR	TR	TR	TR		NOM_azNOM	NOM_GEN	TR		TR	TR	ERG_SUB	NOM_APUD	NOM_APUD		NOM_APUD	TR	TR	ERG_GEN1	TR	TR	TR	TR	TR	TR	ERG_DAT	TR	ABS_POST	TR			TR		SBJ.SS_IO	TR	TR			NOM_ABL	TR		TR	TR			
93	hear	X (hear) Y	слышать	X (слышать) Y	TR	TR	DAT_ABS	DAT_NOM	TR	AFF_NOM	TR	TR	TR	DAT_NOM	TR	TR	LOC_NOM	TR	TR	AFF_NOM	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	ERG_ALL	TR	SUPER_ABS	TR	TR	TR	TR	TR	ERG_GEN	TR	TR	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	TR	TR	NOM_PART	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	DAT_NOM	TR	TR	DAT_NOM	TR	TR	TR	TR	DAT_ABS	TR	TR	TR	DAT_NOM	DAT_NOM	DAT_NOM	TR	EXT_le	TR	DAT_NOM	TR		TR		DAT_GEN	TR	TR	TR	TR	TR	TR	TR	TR	TR	CONT.LAT_NOM	DAT_NOM	TR	TR	TR	TR	TR	NOM_ALL	TR	TR	TR	TR	TR	TR	DAT_ATTR	DAT_GEN	DAT_NOM	DAT_NOM	DAT_ATTR	TR	TR	DAT_ABS	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	DAT_ABS	TR	TR	AFF_NOM	TR	TR	SBJ.SS_DO.LS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом	ABS_LOCla	ABS_LOC.AMONG	ABS_INTER	NOM_LAT	NOM_meACC	NOM_COM	SBJ_b	SBJ_ma	NOM_maaGEN	NOM_COM	NOM_DAThet	SBJ_bi	NOM_gun	NOM_DATLAT	SBJ_bojo		SBJ_la	NOM_menan	ABS_COM	NOM_zINS	NOM_LOC/INS	NOM_LOC	SBJ_s	NOM_COM	SBJ_amb	ABS_INS	SBJ_he	ABS_COM	ABS_COM	NOM_INS	NOM_sINS	NOM_vLOC	SBJ_med	ABS_COM		NOM_INTER	NOM_INTERLAT	NOM_INTER(LAT)	NOM_INTER.ESS	SBJ_met		SBJ_with	NOM_marto	NOM_COM	NOM_COM	NOM_ILL	NOM_GENkans	SBJ_avec	SBJ_dab	SBJ_ye	NOM_DAT	NOM_mitDAT		NOM_DAT	NOM_meACC		SBJ_ya	SBJ_im	DIR_ABL	NOM_INS	NOM_vidACC	SBJ_dengan		SBJ_le	SBJ_con	NOM_CONTR	SBJ_di	NOM_COM	NOM_COM	NOM_INS	NOM_LOC	SBJ_nung	SBJ_kha	ABS_INTER	NOM_INS	NOM_COM	SBJ_a	NOM_SUB	NOM_SUPER	NOM_SUB	NOM_NOMbulan	SBJ.INTR_legel	SBJ.INTR_biOBLre	NOM_COM	NOM_cumABL		NOM_DAT	ABS_POESSgalaz	NOM_SUB/POST	NOM_suINS	SBJ_ta	SBJ_so	SBJ_ma			SBJ_ka	NOM_NOMjot	NOM_dono	NOM_COM	ERG_DAT	NOM_marxta	NOM_INS		SBJ_med	NOM_ABSwaddzin	NOM_COM	NOM_baNOM	NOM_zINS	SBJ_com	NOM_INS	NOM_cu	NOM_sINS		NOM_COM	NOM_COM	NOM_COM	NOM_COM	NOM_COM		ABS_CONT	NOM_sINS	NOM.NO.CL_INS	NOM_sINS	NOM_zINS		SBJ_con	NOM_DAT	SBJ_med	ABS_APUD.DIR	ACT_LOC	NOM_COM	NOM_SUPERLAT	SBJ_le	NOM_COM	SBJ.SS_b	NOM_COM	TR	ABS_DAT	NOM_INS	NOM_INS	NOM_zINS	NOM_INS	NOM_bilan	SBJ_ak	NOM_kytta	NOM_COM	SBJ.INTR_bi.PREP.ra.PSTP
95	look	X (look) at Y	смотреть	X (смотреть) на Y	ABS_IO	ABS_DAT	ABS_DAT	NOM_LAT	TR	NOM_SUPER.LAT	SBJ_3ala	SBJ_ala	NOM_ilaaGEN	NOM_SUP.LAT	NOM_DAT	SBJ_al	NOM_APUD	NOM_DATLAT	TR	NOM_ADESS	TR	NOM_DAT	ERG_DAT	NOM_naACC	NOM_GENdike	ERG_DIR	TR	TR	SBJ_a	ABS_ALL	TR	ABS_SUPER	TR	NOM_cinOBJ	TR	TR	SBJ_pa	ABS_SUPER.LAT	NOM_SUPER	NOM_SUPER	NOM_DAT	NOM_SUPER(LAT)	ERG_SUPER(LAT)	SBJ_naar	NOM_OBLdez	SBJ_at	NOM_langILL	NOM_PART	TR	NOM_PART	NOM_GENpialle	TR	TR	TR	ERG_DAT	NOM_aufACC	TR	NOM_eisACC	TR	ACT_re	TR	SBJ_al	TR	TR	NOM_aACC	TR	NOM_ALL	SBJ_ar	TR	TR	TR	TR	NOM_APUD	NOM_DAT	NOM_NOMpela		TR	ABS_CONT.LAT	NOM_SUPLAT	NOM_vile	SBJ_bha	ERG_DIR	ERG_DIR	NOM_DIR	NOM_DAT	SBJ.TR_le	SBJ.TR_liOBL	NOM_POST	TR	NOM_uzACC	ERG_DAT	ABS_DAT	ERG_DAT	NOM_iACC	SBJ_ba	SBJ_na	SBJ_lejn	TR	TR	TR	TR	NOM_veke	NOM_SUPER.LAT	ERG_DAT	NOM_lanks	NOM_DIR	SBJ_DAT/ADD	SBJ_pa	TR	NOM_ALL	NOM_beNOM	NOM_naACC	SBJ_para	NOM_pe	NOM_la	NOM_naACC	NOM_SUB	NOM_APUD	NOM_APUD	NOM_CONT	NOM_APUD	NOM_GENarra	TR	ABS_SUPER.LAT	NOM_uACC	NOM.CL_EQ	NOM_naACC	TR	TR	TR	NOM_DAT	SBJ_pa	ABS_DAT	ACT_LOC	TR	NOM_LAT	TR	NOM_DAT	SBJ_7al	NOM_ALL1	TR	ERG_GENloxol	NOM_DIR	NOM_NOMshori	NOM_naACC	TR	NOM_DAT	TR	TR	TR	SBJ.TR_de.PSTP
96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)	LOCsERG_ABS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_bha	TR	TR	TR	TR	TR	TR	TR	NOM_urDAT	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_ABL	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y	ABS_IO	TR	DAT_ABS	DAT_NOM	DAT_NOM	AFF_NOM	SBJ_b	SBJ_bi	TR	DAT_NOM	DAT_NOM	TR	LOC_NOM	TR	SBJ_mbi7i		SBJ_la		ERG_COM	DAT_NOM	TR	DAT_NOM	TR	DAT_NOM	SBJ_amb	DAT_ABS	TR	SUPER_ABS	TR	OBJ_NOM	TR	DAT_oLOC	SBJ_om	SUPER.LAT_ABS	TR	DATLAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	SBJ_over	TR	SBJ_about		NOM_ELA	TR	NOM_ELA		SBJ_de	SBJ_a	SBJ_ye	DAT_NOM	NOM_vonDAT	SBJ_ka	TR	TR		TR	SBJ_al	ERG_OBLke.bare.me	NOM_DEL	ACC_ACC	SBJ_tentang	DAT_NOM	SBJ_mar.gheall.ar	TR		TR	TR	DAT_NOM	DAT_NOM	TR		SBJ_xa	DAT_ABS	TR	TR	SBJ_a	DAT_NOM	DAT_NOM	DAT_NOM	TR	SBJ.TR_be.we	TR	DAT_NOM	TR	NOM_parACC	TR	DAT_ABS	DAT_NOM	TR		SBJ_DAT(na)	SBJ_b	SBJ_la	SBJ_la	SBJ_ka	TR	DAT_NOM	CONT.LAT_NOM	DAT_ERG	TR	TR	DAT/ADD_SBJ	SBJ_om	NOM_waa7eeGEN	TR		DAT_NOM	SBJ_com	DAT_NOM	TR	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	NOM_LOC	NOM_GENbijre	DAT_ABS	TR	TR	NOM_oLOC	TR	TR	SBJ_con	DAT_NOM	SBJ_om	DAT_ABS	TR	NOM_OBLgurinci	AFF_NOM	TR	TR	SBJ_m	DAT_NOM	SBJ_ho	TR	TR	TR	DAT_NOM	TR	GEN_NOM	TR	TR	TR	TR
98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом	ABS_IO	ERG_COM.DAT	ABS_COM	NOM_LOCla	NOM_meACC	NOM_SUPER	TR	SBJ_ma	NOM_maaGEN	NOM_COM	NOM_DAThet	SBJ_men	NOM_LOCtad	NOM_ile	SBJ_ni	NOM_COM		NOM_menan	ABS_COM	NOM_zINS	NOM_GENsange	NOM_COM	SBJ_s	NOM_COM	SBJ_amb	ABS_DAT		ABS_COM	ABS_COM	NOM_INS	NOM_sINS	NOM_sINS	SBJ_med		NOM_AD	NOM_INTEREL	NOM_COM	NOM_COM	NOM_COM	SBJ_met		SBJ_with	NOM_marto	NOM_COM	NOM_DAT	NOM_GENkanssa	NOM_GENkans	SBJ_avec	SBJ_dab	SBJ_nen	NOM_DAT	NOM_DAT		NOM_DAT	NOM_meACC	ACT_pe		SBJ_im	DIR_ABL	NOM_INS	NOM_DAT	SBJ_dengan		SBJ_le	SBJ_con	NOM_DAT	SBJ_di	NOM_ASSOC	NOM_DAT	NOM_INS	NOM_DAT	SBJ_ciemuey	TR	ABS_SUPER.EL	NOM_COM	NOM_COM		NOM_INS	ERG_INESS.INS	NOM_GENqan	NOM_NOMbulan	SBJ.INTR_legel		NOM_COM	NOM_DAT		ERG_DAT	ABS_POESSgalaz	NOM_SUB/POSTgalaz	NOM_suINS		SBJ_so	SBJ_ma	SBJ_ma	SBJ_bolo		NOM_NOMjot	NOM_dono	NOM_COM	ERG_DAT	NOM_marxta	NOM_INS		SBJ_med	NOM_ABSwaddzin	NOM_COM	NOM_baNOM	NOM_zINS	SBJ_com	NOM_INS	NOM_cu	NOM_sINS	NOM_COM	ERG_AD	DAT_COM	NOM_COM	NOM_COM	NOM_COM		ABS_SUPER	NOM_sINS	NOM.NO.CL_INS	NOM_sINS	NOM_zINS	SBJ_da	SBJ_con	TR	TR	ABS_POST.DIR	ACT_LOC	NOM_COM	NOM_COM	SBJ_le	NOM_DAT		NOM_COM		ABS_ABL		NOM_INS	NOM_zINS	NOM_INS	NOM_bilan	SBJ_ak	NOM_COM	NOM_DAT	TR
99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y	ABS_IO	ABS_BEN	ERG_COM	NOM_COM	NOM_meACC	NOM_COM		SBJ_ma	NOM_maaGEN	GEN_COM	NOM_DAThet	SBJ_men	NOM_gun	NOM_ile	SBJ_bo	NOM_COM		NOM_menan	ABS_COM	NOM_zINS	NOM_GENsange	ERG_COM	SBJ_s	NOM_COM	SBJ_amb	GEN_INS	SBJ_he	GEN_COM	ABS_COM	NOM_INS	NOM_sINS	NOM_sINS	SBJ_med	ABS_COM	NOM_AD	NOM_INTEREL	NOM_COM		NOM_COM	SBJ_met	NOM_LOC	SBJ_with	NOM_marto	NOM_COM	NOM_COM	NOM_GENkanssa	NOM_GENkans	SBJ_avec	SBJ_dab	SBJ_ye	NOM_DAT	NOM_mitDAT		NOM_DAT	NOM_meACC	ACT_ndive	SBJ_va	SBJ_im	GEN_ABL	NOM_INS	NOM_vidACC	SBJ_dengan		aige_le	SBJ_con	NOM_CONTR	SBJ_di	NOM_ASSOC	NOM_COM	NOM_INS	NOM_NOMpila	SBJ_ciemuey	SBJ_kha	ABS_INTER	NOM_COM	NOM_COM		ERG_INS	ERG_INESS.INS	ERG_GENqan	NOM_NOMbulan	EXT_legel	SBJ.INTR_biOBLre	GEN_COM	NOM_cumABL		NOM_SOC	ABS_POESSgalaz	NOM_SUB/POSTgalaz	NOM_suINS		SBJ_so	SBJ_ma				NOM_NOMjot		NOM_COM	ERG_DAT	NOM_marxta	NOM_INS	SBJ_COM	SBJ_med	NOM_ABSwaddzin	NOM_COM	NOM_baNOM	NOM_zINS	SBJ_com	NOM_INS	NOM_cu	NOM_sINS	NOM_COM	ERG_COM	NOM_AD	ERG_COM	ATTR_COM	NOM_COM	NOM_COM	ABS_CONT	NOM_sINS	NOM.NO.CL_INS	NOM_sINS	NOM_zINS		SBJ_con	NOM_DAT	SBJ_med	ABS_POST.DIR	TR	DAT_COM	NOM_COM	SBJ_le	NOM_COM	SBJ_7am	NOM_COM		ERG_ABL		NOM_INS	NOM_zINS	NOM_INS	NOM_bilan	SBJ_ak	NOM_COM		SBJ.TR_de.PSTP
